insee_com,lib_com,niveau_ruralite
46145,Lachapelle-Auzac, Les ruralités touristiques à dominante résidentielle
46146,Ladirat, Les ruralités productives agricoles
46147,Lagardelle, Les petites polarités industrielles et artisanales
46148,Lalbenque, Les petites polarités mixtes
46149,Lamagdelaine, Les petites polarités industrielles et artisanales
46151,Lamothe-Cassel, Les petites polarités mixtes
46152,Lamothe-Fénelon, Les ruralités touristiques à dominante résidentielle
46153,Lanzac, Les ruralités productives ouvrières
46154,Laramière, Les ruralités productives agricoles
46155,Larnagol, Les ruralités touristiques à dominante résidentielle
46156,Bellefont-La Rauze, Les ruralités résidentielles mixtes
46157,Larroque-Toirac, Les ruralités productives agricoles
46159,Latouille-Lentillac, Les petites polarités industrielles et artisanales
46160,Latronquière, Les ruralités productives agricoles
46161,Lauresses, Les ruralités productives agricoles
46162,Lauzès, Les petites polarités mixtes
46163,Laval-de-Cère, Les ruralités productives agricoles
46164,Lavercantière, Les petites polarités industrielles et artisanales
46165,Lavergne, Les ruralités productives agricoles
46167,Lentillac-du-Causse, Les ruralités touristiques à dominante résidentielle
46168,Lentillac-Saint-Blaise, Les ruralités résidentielles mixtes
46169,Léobard, Les ruralités touristiques à dominante résidentielle
46170,Leyme, Les petites polarités mixtes
46171,Lherm, Les ruralités productives agricoles
46172,Pern-Lhospitalet, Commune dont le périmètre a changé depuis la réalisation de la typologie
46173,Limogne-en-Quercy, Les petites polarités mixtes
46174,Linac, Les ruralités productives agricoles
46175,Lissac-et-Mouret, Les ruralités résidentielles mixtes
46176,Livernon, Les ruralités résidentielles mixtes
46177,Loubressac, Les ruralités touristiques à dominante résidentielle
46178,Loupiac, Les ruralités touristiques spécialisées
46179,Lugagnac, Les ruralités touristiques à dominante résidentielle
46180,Lunan, Les ruralités résidentielles aisées
46181,Lunegarde, Les ruralités productives agricoles
46182,Luzech, Les petites polarités industrielles et artisanales
46183,Marcilhac-sur-Célé, Les ruralités touristiques spécialisées
46184,Marminiac, Les ruralités touristiques spécialisées
46185,Martel, Les ruralités touristiques spécialisées
46186,Masclat, Les ruralités productives agricoles
46187,Mauroux, Les ruralités touristiques à dominante résidentielle
46188,Maxou, Les ruralités touristiques à dominante résidentielle
46189,Mayrinhac-Lentour, Les ruralités productives agricoles
46190,Mechmont, Les ruralités touristiques à dominante résidentielle
46191,Mercuès, Les petites polarités industrielles et artisanales
46192,Meyronne, Les ruralités touristiques à dominante résidentielle
46193,Miers, Les ruralités productives agricoles
46194,Milhac, Les ruralités touristiques à dominante résidentielle
46195,Molières, Les ruralités productives agricoles
46196,Montamel, Les ruralités touristiques à dominante résidentielle
46197,Le Montat, Les ruralités résidentielles mixtes
46198,Montbrun, Les ruralités touristiques à dominante résidentielle
46199,Montcabrier, Les ruralités productives agricoles
46200,Montcléra, Les ruralités productives agricoles
46201,Montcuq-en-Quercy-Blanc, Les petites polarités mixtes
46202,Montdoumerc, Les ruralités résidentielles aisées
46203,Montet-et-Bouxal, Les ruralités productives agricoles
46204,Montfaucon, Les petites polarités mixtes
46205,Montgesty, Les ruralités touristiques à dominante résidentielle
46206,Montlauzun, Les ruralités productives agricoles
46207,Montredon, Les petites polarités mixtes
46208,Montvalent, Les ruralités touristiques à dominante résidentielle
46209,Nadaillac-de-Rouge, Les ruralités touristiques à dominante résidentielle
46210,Nadillac, Les ruralités touristiques à dominante résidentielle
46211,Nuzéjouls, Les ruralités résidentielles aisées
46212,Orniac, Les ruralités productives agricoles
46213,Padirac, Les ruralités touristiques à dominante résidentielle
46214,Parnac, Les petites polarités mixtes
46215,Payrac, Les petites polarités mixtes
46216,Payrignac, Les ruralités productives agricoles
46218,Pescadoires, Les petites polarités mixtes
46219,Peyrilles, Les ruralités productives agricoles
46220,Pinsac, Les ruralités productives agricoles
46221,Planioles, Les ruralités résidentielles aisées
46222,Pomarède, Les petites polarités mixtes
46223,Pontcirq, Les ruralités productives agricoles
46224,Pradines, Hors champ : DOM ou commune urbaine
46225,Prayssac, Les petites polarités mixtes
46226,Prendeignes, Les petites polarités mixtes
46227,Promilhanes, Les ruralités touristiques à dominante résidentielle
46228,Prudhomat, Les petites polarités mixtes
46229,Puybrun, Les petites polarités mixtes
46230,Puyjourdes, Les ruralités touristiques à dominante résidentielle
46231,Puy-l'Évêque, Les ruralités touristiques spécialisées
46232,Le Vignon-en-Quercy, Les petites polarités mixtes
46233,Quissac-en-Quercy, Les ruralités productives agricoles
46234,Rampoux, Les ruralités productives ouvrières
46235,Reilhac, Les ruralités productives agricoles
46236,Reilhaguet, Les ruralités touristiques à dominante résidentielle
46237,Reyrevignes, Les ruralités productives ouvrières
46238,Rignac, Les petites polarités industrielles et artisanales
46239,Le Roc, Les ruralités touristiques à dominante résidentielle
46240,Rocamadour, Les ruralités touristiques à dominante résidentielle
46241,Rouffilhac, Les ruralités touristiques à dominante résidentielle
46242,Rudelle, Les ruralités productives ouvrières
46243,Rueyres, Les ruralités productives agricoles
46244,Sabadel-Latronquière, Les ruralités touristiques à dominante résidentielle
46245,Sabadel-Lauzès, Les ruralités touristiques à dominante résidentielle
46246,Saignes, Les ruralités résidentielles aisées
46247,Saillac, Les ruralités productives agricoles
46249,Saint-Bressou, Les ruralités touristiques à dominante résidentielle
46250,Saint-Caprais, Les ruralités touristiques à dominante résidentielle
46251,Saint-Céré, Les petites polarités industrielles et artisanales
46252,Les Pechs du Vers, Les ruralités touristiques à dominante résidentielle
46253,Saint-Chamarand, Les ruralités productives agricoles
46254,Saint-Chels, Les ruralités touristiques à dominante résidentielle
46255,Saint-Cirgues, Les ruralités productives agricoles
46256,Saint-Cirq-Lapopie, Les ruralités touristiques spécialisées
46257,Saint-Cirq-Madelon, Les ruralités touristiques à dominante résidentielle
46258,Saint-Cirq-Souillaguet, Les ruralités productives agricoles
46259,Saint-Clair, Les ruralités productives agricoles
46260,Sainte-Colombe, Les ruralités résidentielles aisées
46262,Lendou-en-Quercy, Les ruralités productives agricoles
46263,Barguelonne-en-Quercy, Les petites polarités mixtes
46264,Saint-Denis-Catus, Les ruralités touristiques à dominante résidentielle
46265,Saint-Denis-lès-Martel, Les ruralités productives agricoles
46266,Saint-Félix, Les ruralités résidentielles aisées
46267,Saint-Germain-du-Bel-Air, Les petites polarités industrielles et artisanales
46268,Saint Géry-Vers, Les ruralités touristiques à dominante résidentielle
46269,Saint-Hilaire, Les ruralités productives agricoles
46270,Saint-Jean-de-Laur, Les ruralités touristiques à dominante résidentielle
46271,Saint-Jean-Lespinasse, Les ruralités résidentielles mixtes
46272,Saint-Jean-Mirabel, Les ruralités résidentielles aisées
46273,Saint-Laurent-les-Tours, Les petites polarités industrielles et artisanales
46276,Saint-Martin-Labouval, Les ruralités touristiques à dominante résidentielle
46277,Saint-Martin-le-Redon, Les ruralités touristiques à dominante résidentielle
46279,Saint-Maurice-en-Quercy, Les ruralités productives agricoles
46280,Saint-Médard, Les petites polarités mixtes
46281,Saint-Médard-de-Presque, Les ruralités résidentielles mixtes
46282,Saint-Médard-Nicourby, Les ruralités productives agricoles
46283,Saint-Michel-de-Bannières, Les petites polarités mixtes
46284,Saint-Michel-Loubéjou, Les ruralités résidentielles mixtes
46286,Saint-Paul-de-Vern, Les petites polarités industrielles et artisanales
46288,Saint-Perdoux, Les ruralités touristiques à dominante résidentielle
46289,Saint-Pierre-Toirac, Les ruralités touristiques à dominante résidentielle
46290,Saint-Projet, Les ruralités touristiques à dominante résidentielle
46292,Saint-Simon, Les ruralités résidentielles mixtes
46293,Saint-Sozy, Les ruralités productives agricoles
46294,Saint-Sulpice, Les ruralités touristiques à dominante résidentielle
46295,Saint-Vincent-du-Pendit, Les petites polarités mixtes
46296,Saint-Vincent-Rive-d'Olt, Les ruralités productives agricoles
46297,Salviac, Les ruralités productives agricoles
46299,Sauliac-sur-Célé, Les ruralités touristiques spécialisées
46301,Sauzet, Les ruralités productives agricoles
46302,Sénaillac-Latronquière, Les ruralités productives agricoles
46303,Sénaillac-Lauzès, Les ruralités touristiques à dominante résidentielle
46304,Séniergues, Les ruralités touristiques à dominante résidentielle
46305,Sérignac, Les ruralités touristiques à dominante résidentielle
46306,Sonac, Les ruralités productives agricoles
46307,Soturac, Les ruralités productives agricoles
46308,Soucirac, Les ruralités touristiques à dominante résidentielle
46309,Souillac, Les ruralités touristiques spécialisées
46310,Soulomès, Les ruralités touristiques à dominante résidentielle
46311,Sousceyrac-en-Quercy, Les ruralités productives agricoles
46312,Strenquels, Les ruralités productives agricoles
46313,Tauriac, Les ruralités touristiques à dominante résidentielle
46314,Terrou, Les ruralités touristiques à dominante résidentielle
46315,Teyssieu, Les ruralités productives agricoles
46316,Thédirac, Les ruralités productives agricoles
46317,Thégra, Les petites polarités mixtes
46318,Thémines, Les ruralités productives agricoles
46319,Théminettes, Les ruralités résidentielles mixtes
46320,Tour-de-Faure, Les ruralités productives agricoles
46321,Touzac, Les ruralités productives agricoles
46322,Trespoux-Rassiels, Les ruralités résidentielles aisées
46323,Ussel, Les ruralités touristiques à dominante résidentielle
46324,Uzech, Les ruralités productives ouvrières
46328,Varaire, Les ruralités productives agricoles
46329,Vaylats, Les ruralités résidentielles mixtes
46330,Vayrac, Les petites polarités industrielles et artisanales
46332,Viazac, Les petites polarités industrielles et artisanales
46333,Vidaillac, Les ruralités touristiques à dominante résidentielle
46334,Le Vigan-en-Quercy, Les petites polarités mixtes
46335,Villesèque, Les ruralités productives agricoles
46336,Vire-sur-Lot, Les petites polarités mixtes
46337,Mayrac, Les ruralités touristiques à dominante résidentielle
46338,Bessonies, Les ruralités productives agricoles
46339,Saint-Jean-Lagineste, Les ruralités résidentielles aisées
46340,Saint-Pierre-Lafeuille, Les ruralités résidentielles mixtes
47001,Agen, Hors champ : DOM ou commune urbaine
47002,Agmé, Les ruralités productives ouvrières
47003,Agnac, Les ruralités productives agricoles
47004,Aiguillon, Les petites polarités mixtes
47005,Allemans-du-Dropt, Les ruralités productives agricoles
47006,Allez-et-Cazeneuve, Les ruralités productives ouvrières
47007,Allons, Les ruralités touristiques à dominante résidentielle
47008,Ambrus, Les ruralités touristiques à dominante résidentielle
47009,Andiran, Les petites polarités industrielles et artisanales
47010,Antagnac, Les ruralités productives agricoles
47011,Anthé, Les ruralités productives agricoles
47012,Anzex, Les ruralités productives agricoles
47013,Argenton, Les ruralités résidentielles aisées
47014,Armillac, Les ruralités productives ouvrières
47015,Astaffort, Les petites polarités mixtes
47016,Aubiac, Les ruralités résidentielles aisées
47017,Auradou, Les ruralités résidentielles aisées
47018,Auriac-sur-Dropt, Les ruralités productives agricoles
47019,Bajamont, Les ruralités résidentielles mixtes
47020,Baleyssagues, Les ruralités touristiques à dominante résidentielle
47021,Barbaste, Les petites polarités mixtes
47022,Bazens, Les ruralités productives ouvrières
47023,Beaugas, Les ruralités productives agricoles
47024,Beaupuy, Les ruralités résidentielles aisées
47025,Beauville, Les petites polarités mixtes
47026,Beauziac, Les petites polarités mixtes
47027,Bias, Hors champ : DOM ou commune urbaine
47028,Birac-sur-Trec, Les ruralités résidentielles mixtes
47029,Blanquefort-sur-Briolance, Les ruralités productives agricoles
47030,Blaymont, Les ruralités productives agricoles
47031,Boé, Hors champ : DOM ou commune urbaine
47032,Bon-Encontre, Hors champ : DOM ou commune urbaine
47033,Boudy-de-Beauregard, Les ruralités productives ouvrières
47034,Bouglon, Les ruralités productives ouvrières
47035,Bourgougnague, Les ruralités productives agricoles
47036,Bourlens, Les ruralités productives agricoles
47037,Bournel, Les ruralités productives agricoles
47038,Bourran, Les ruralités productives agricoles
47039,Boussès, Les ruralités productives agricoles
47040,Brax, Hors champ : DOM ou commune urbaine
47041,Bruch, Les ruralités productives ouvrières
47042,Brugnac, Les ruralités productives agricoles
47043,Buzet-sur-Baïse, Les ruralités productives ouvrières
47044,Cahuzac, Les ruralités productives ouvrières
47045,Calignac, Les ruralités résidentielles mixtes
47046,Calonges, Les ruralités productives ouvrières
47047,Cambes, Les petites polarités mixtes
47048,Cancon, Les petites polarités industrielles et artisanales
47049,Casseneuil, Les petites polarités mixtes
47050,Cassignas, Les ruralités productives agricoles
47051,Castelculier, Hors champ : DOM ou commune urbaine
47052,Casteljaloux, Les petites polarités mixtes
47053,Castella, Les ruralités résidentielles aisées
47054,Castelmoron-sur-Lot, Les petites polarités industrielles et artisanales
